client_id,name,cpf,age,state,income_brl,plan,acquisition_ch,credit_score,created_at,churned,churn_date,kyc_verified
CLI01672,Cliente 1672,633.701.400-XX,43,SP,29042.68,Básico,Instagram,746,2023-11-30 23:18:33,False,,True
CLI01673,Cliente 1673,278.105.580-XX,62,RJ,6408.56,Básico,App Store,559,2024-05-03 18:59:53,False,,False
CLI01674,Cliente 1674,221.425.731-XX,48,GO,4212.38,Básico,Google Ads,761,2023-04-29 01:10:10,False,,True
CLI01675,Cliente 1675,913.681.720-XX,37,RJ,4681.83,Profissional,Google Ads,635,2024-04-14 07:23:23,False,,True
CLI01676,Cliente 1676,528.620.929-XX,42,SP,3434.08,Profissional,App Store,629,2023-06-03 21:08:33,False,,True
CLI01677,Cliente 1677,525.953.322-XX,49,RJ,10401.11,Básico,Orgânico,473,2024-10-26 19:58:29,False,,True
CLI01678,Cliente 1678,393.899.204-XX,67,SP,13575.14,Básico,Orgânico,653,2024-06-22 10:39:02,False,,True
CLI01679,Cliente 1679,353.236.618-XX,62,PR,3391.76,Básico,Google Ads,757,2024-01-03 22:03:41,False,,True
CLI01680,Cliente 1680,087.082.697-XX,48,PR,9833.56,Profissional,App Store,776,2023-01-27 23:56:38,False,,True
CLI01681,Cliente 1681,236.010.712-XX,66,SC,3293.73,Básico,App Store,836,2023-04-04 19:44:52,False,,True
CLI01682,Cliente 1682,838.821.764-XX,59,RS,2475.11,Básico,Google Ads,620,2023-10-03 03:09:12,False,,True
CLI01683,Cliente 1683,357.422.332-XX,67,RJ,5498.3,Básico,App Store,644,2023-07-20 14:30:50,False,,True
CLI01684,Cliente 1684,194.425.892-XX,63,SP,1784.67,Básico,Instagram,579,2023-05-06 08:26:58,False,,True
CLI01685,Cliente 1685,225.606.295-XX,61,RJ,4988.96,Básico,Indicação,569,2024-05-31 12:34:26,False,,True
CLI01686,Cliente 1686,373.118.046-XX,21,SP,2329.27,Básico,Orgânico,703,2024-05-24 14:23:55,False,,True
CLI01687,Cliente 1687,075.384.185-XX,35,SC,2379.14,Profissional,Orgânico,579,2024-01-17 23:22:29,True,2024-06-15 23:22:29,True
CLI01688,Cliente 1688,260.846.397-XX,60,SP,3867.76,Básico,Parceiro,649,2024-11-21 02:26:31,True,2025-07-06 02:26:31,True
CLI01689,Cliente 1689,470.554.912-XX,22,SP,6782.35,Profissional,Parceiro,471,2023-10-27 21:43:47,False,,True
CLI01690,Cliente 1690,641.195.564-XX,22,SP,2444.44,Profissional,Parceiro,607,2024-05-27 09:28:48,False,,False
CLI01691,Cliente 1691,693.957.875-XX,23,MG,5038.19,Profissional,Orgânico,584,2024-06-04 19:29:49,False,,True
CLI01692,Cliente 1692,204.262.019-XX,48,PE,7631.27,Básico,App Store,563,2023-02-16 18:10:27,False,,True
CLI01693,Cliente 1693,241.393.696-XX,24,SC,2837.87,Básico,Parceiro,591,2024-01-21 08:32:28,True,2024-04-05 08:32:28,True
CLI01694,Cliente 1694,098.731.267-XX,59,RJ,14052.5,Profissional,Parceiro,646,2024-03-16 00:52:30,False,,True
CLI01695,Cliente 1695,227.607.598-XX,23,RJ,4946.53,Básico,Google Ads,714,2023-06-29 16:11:44,False,,True
CLI01696,Cliente 1696,533.943.191-XX,59,RJ,2643.23,Profissional,Google Ads,617,2024-01-05 01:31:06,False,,True
CLI01697,Cliente 1697,089.523.120-XX,39,RJ,3073.55,Básico,App Store,752,2023-10-24 21:18:24,False,,True
CLI01698,Cliente 1698,057.644.974-XX,22,MG,2986.69,Básico,Orgânico,765,2024-03-31 05:34:29,False,,True
CLI01699,Cliente 1699,876.448.676-XX,21,SP,4229.58,Profissional,Instagram,611,2024-07-06 05:22:30,True,2025-03-08 05:22:30,True
CLI01700,Cliente 1700,416.365.604-XX,55,RS,3631.77,Básico,App Store,619,2023-12-14 20:04:59,False,,True
CLI01701,Cliente 1701,553.730.964-XX,19,RJ,7206.94,Básico,Orgânico,491,2023-01-26 15:39:14,False,,True
CLI01702,Cliente 1702,711.952.963-XX,29,SP,3941.55,Básico,Instagram,734,2024-04-23 19:37:23,False,,True
CLI01703,Cliente 1703,702.551.282-XX,62,MG,5816.94,Básico,Instagram,788,2023-02-08 11:35:33,False,,True
CLI01704,Cliente 1704,315.948.989-XX,31,PR,7439.47,Básico,Parceiro,652,2024-06-07 20:07:17,False,,True
CLI01705,Cliente 1705,466.345.443-XX,43,CE,5208.5,Profissional,Google Ads,578,2024-04-20 03:21:46,False,,True
CLI01706,Cliente 1706,916.999.393-XX,68,SP,5070.31,Profissional,Orgânico,486,2023-07-19 22:14:38,True,2024-01-21 22:14:38,True
CLI01707,Cliente 1707,439.464.088-XX,34,SP,4745.45,Básico,Indicação,749,2024-10-28 05:09:00,True,2025-07-15 05:09:00,True
CLI01708,Cliente 1708,862.973.988-XX,21,MG,4127.85,Profissional,Instagram,604,2023-06-24 09:31:11,False,,True
CLI01709,Cliente 1709,109.720.217-XX,24,SP,1917.53,Profissional,Google Ads,617,2023-07-29 09:52:15,False,,True
CLI01710,Cliente 1710,853.465.579-XX,38,RS,12533.41,Premium,Parceiro,415,2024-01-07 23:54:20,False,,True
CLI01711,Cliente 1711,044.964.612-XX,26,RS,2799.73,Profissional,Google Ads,738,2024-08-27 02:14:11,True,2024-10-01 02:14:11,True
CLI01712,Cliente 1712,251.213.756-XX,54,CE,2500.71,Básico,Parceiro,471,2023-06-23 13:20:11,True,2023-08-06 13:20:11,True
CLI01713,Cliente 1713,359.570.861-XX,63,CE,1409.19,Profissional,Orgânico,730,2024-02-15 16:53:39,False,,True
CLI01714,Cliente 1714,458.434.566-XX,31,RJ,2358.39,Básico,Orgânico,603,2024-04-18 09:36:15,False,,True
CLI01715,Cliente 1715,850.342.362-XX,32,PE,4156.33,Profissional,Indicação,649,2023-02-26 07:06:22,False,,True
CLI01716,Cliente 1716,347.424.631-XX,26,SP,5042.4,Profissional,App Store,733,2024-07-29 10:39:46,True,2025-01-02 10:39:46,False
CLI01717,Cliente 1717,968.680.085-XX,60,GO,7513.63,Básico,Instagram,743,2023-06-30 04:37:12,False,,True
CLI01718,Cliente 1718,469.021.774-XX,27,GO,3243.21,Profissional,Orgânico,690,2024-11-27 20:45:59,False,,False
CLI01719,Cliente 1719,435.023.850-XX,30,PR,6391.31,Premium,Google Ads,689,2023-07-24 15:55:14,False,,True
CLI01720,Cliente 1720,466.527.523-XX,53,SC,12035.26,Básico,App Store,729,2024-09-25 01:56:42,False,,True
CLI01721,Cliente 1721,302.025.691-XX,27,SP,9724.74,Profissional,Orgânico,697,2024-02-09 03:21:18,False,,True
CLI01722,Cliente 1722,334.677.116-XX,18,SP,9567.01,Profissional,Orgânico,685,2024-11-12 19:39:08,False,,True
CLI01723,Cliente 1723,279.955.302-XX,70,RJ,3405.13,Premium,Orgânico,589,2023-10-11 15:49:23,True,2024-06-15 15:49:23,True
CLI01724,Cliente 1724,398.472.303-XX,31,RS,1914.38,Profissional,App Store,538,2023-10-15 12:56:13,True,2024-02-10 12:56:13,True
CLI01725,Cliente 1725,471.901.722-XX,26,SC,4360.46,Básico,Instagram,702,2024-09-07 11:28:36,True,2025-07-10 11:28:36,True
CLI01726,Cliente 1726,076.487.177-XX,36,CE,6480.02,Profissional,Orgânico,467,2023-04-13 20:09:58,True,2023-11-20 20:09:58,True
CLI01727,Cliente 1727,240.658.387-XX,44,SP,1563.32,Profissional,App Store,742,2023-07-22 07:08:30,True,2024-06-23 07:08:30,True
CLI01728,Cliente 1728,581.225.909-XX,48,MG,3359.82,Básico,Orgânico,513,2024-06-10 08:05:33,False,,True
CLI01729,Cliente 1729,844.823.733-XX,42,MG,4178.8,Básico,Indicação,646,2023-09-24 14:29:48,False,,True
CLI01730,Cliente 1730,121.101.878-XX,22,BA,2181.81,Profissional,Orgânico,666,2024-08-20 15:02:47,False,,False
CLI01731,Cliente 1731,869.017.074-XX,40,SP,1935.32,Básico,Orgânico,729,2024-06-25 06:57:14,False,,True
CLI01732,Cliente 1732,925.199.945-XX,58,SP,9070.93,Básico,Parceiro,813,2024-09-11 18:38:15,False,,True
CLI01733,Cliente 1733,171.222.764-XX,65,RJ,7624.63,Profissional,Google Ads,800,2023-09-05 06:16:37,False,,True
CLI01734,Cliente 1734,054.221.626-XX,47,SP,2805.98,Profissional,App Store,827,2024-03-09 01:36:10,False,,True
CLI01735,Cliente 1735,633.083.344-XX,69,MG,17513.97,Profissional,Parceiro,576,2024-06-16 03:10:29,False,,True
CLI01736,Cliente 1736,878.995.047-XX,71,RS,3560.57,Profissional,App Store,798,2024-11-12 08:21:45,True,2025-08-26 08:21:45,False
CLI01737,Cliente 1737,968.519.537-XX,18,GO,14208.6,Premium,Indicação,673,2023-05-10 02:22:51,False,,True
CLI01738,Cliente 1738,663.295.634-XX,62,MG,1172.03,Premium,Indicação,744,2024-04-29 14:36:02,False,,True
CLI01739,Cliente 1739,225.920.616-XX,48,MG,2903.03,Básico,Indicação,481,2024-01-22 19:32:40,False,,True
CLI01740,Cliente 1740,205.922.941-XX,27,GO,5370.3,Profissional,Orgânico,623,2023-03-07 00:33:35,False,,False
CLI01741,Cliente 1741,029.559.636-XX,67,SP,2310.43,Profissional,Instagram,755,2024-11-02 14:54:12,False,,True
CLI01742,Cliente 1742,629.420.661-XX,64,MG,11325.97,Básico,Orgânico,654,2024-06-03 03:24:51,False,,True
CLI01743,Cliente 1743,851.331.380-XX,57,RJ,10812.36,Premium,Orgânico,536,2023-07-21 08:00:17,False,,False
CLI01744,Cliente 1744,321.122.121-XX,52,SP,1152.97,Profissional,Orgânico,705,2024-03-21 18:12:30,False,,True
CLI01745,Cliente 1745,158.268.687-XX,50,PR,3718.38,Profissional,Parceiro,604,2023-08-18 23:11:30,False,,True
CLI01746,Cliente 1746,918.548.806-XX,18,SP,3689.68,Premium,Google Ads,644,2023-08-20 10:16:11,False,,True
CLI01747,Cliente 1747,062.987.787-XX,66,RJ,3272.7,Profissional,Orgânico,609,2023-08-26 08:41:53,True,2023-09-25 08:41:53,True
CLI01748,Cliente 1748,664.641.962-XX,51,MG,3199.82,Básico,Instagram,566,2023-09-01 15:23:19,False,,True
CLI01749,Cliente 1749,262.213.204-XX,29,SC,3580.31,Premium,Orgânico,812,2024-05-26 11:24:15,False,,True
CLI01750,Cliente 1750,831.478.911-XX,36,MG,5918.49,Básico,Parceiro,707,2023-02-05 07:39:43,True,2023-07-14 07:39:43,True
CLI01751,Cliente 1751,999.949.812-XX,46,RS,6684.05,Básico,App Store,744,2024-04-22 16:22:52,True,2024-12-16 16:22:52,True
CLI01752,Cliente 1752,003.666.020-XX,25,PR,3420.74,Profissional,Parceiro,517,2023-06-04 16:39:28,False,,False
CLI01753,Cliente 1753,853.863.105-XX,30,BA,2943.35,Básico,Parceiro,601,2023-09-28 04:07:26,False,,True
CLI01754,Cliente 1754,383.805.826-XX,69,BA,4581.06,Premium,App Store,596,2023-09-11 16:57:48,False,,True
CLI01755,Cliente 1755,990.076.862-XX,28,MG,5294.51,Básico,Indicação,877,2024-04-23 10:02:12,False,,True
CLI01756,Cliente 1756,328.389.633-XX,45,GO,5171.7,Básico,Google Ads,812,2024-08-10 10:12:08,False,,True
CLI01757,Cliente 1757,186.267.136-XX,65,BA,10019.08,Profissional,Orgânico,534,2023-11-13 12:31:08,True,2024-06-02 12:31:08,True
CLI01758,Cliente 1758,328.233.921-XX,24,CE,4091.64,Básico,Indicação,813,2024-08-26 11:47:53,True,2024-11-02 11:47:53,True
CLI01759,Cliente 1759,352.791.875-XX,50,CE,22125.75,Profissional,Instagram,858,2024-10-21 13:16:42,False,,True
CLI01760,Cliente 1760,067.761.065-XX,65,RS,1448.2,Básico,Instagram,806,2024-08-16 14:43:27,False,,True
CLI01761,Cliente 1761,881.431.927-XX,18,SC,4679.11,Premium,Indicação,768,2023-05-10 18:00:11,False,,True
CLI01762,Cliente 1762,815.969.838-XX,25,PE,5941.67,Premium,Instagram,718,2023-11-15 06:19:21,False,,True
CLI01763,Cliente 1763,026.656.862-XX,60,CE,5642.04,Profissional,App Store,453,2023-09-29 19:25:11,False,,True
CLI01764,Cliente 1764,257.349.899-XX,54,SP,5818.15,Profissional,Google Ads,828,2023-10-02 21:12:32,False,,True
CLI01765,Cliente 1765,946.074.299-XX,39,BA,6819.49,Básico,Google Ads,629,2023-05-07 05:21:43,False,,False
CLI01766,Cliente 1766,966.941.799-XX,58,PE,13957.88,Básico,Instagram,660,2023-07-28 06:03:52,False,,True
CLI01767,Cliente 1767,747.485.994-XX,53,MG,3425.83,Básico,Google Ads,715,2023-01-17 18:32:07,True,2023-12-17 18:32:07,True
CLI01768,Cliente 1768,841.673.478-XX,50,MG,4748.39,Básico,Google Ads,643,2023-02-28 11:05:47,True,2024-02-04 11:05:47,True
CLI01769,Cliente 1769,988.164.980-XX,31,RJ,6026.3,Básico,Orgânico,463,2023-09-24 16:44:39,False,,True
CLI01770,Cliente 1770,286.052.102-XX,18,BA,6262.59,Profissional,Parceiro,636,2023-09-03 11:21:30,False,,True
CLI01771,Cliente 1771,489.008.248-XX,20,MG,2891.95,Básico,App Store,606,2023-12-23 06:25:56,False,,True
CLI01772,Cliente 1772,088.983.057-XX,51,SC,2944.53,Básico,Google Ads,572,2023-10-06 12:12:55,True,2024-02-26 12:12:55,True
CLI01773,Cliente 1773,997.418.563-XX,52,CE,3736.04,Profissional,Google Ads,599,2024-09-24 21:02:18,False,,False
CLI01774,Cliente 1774,000.305.661-XX,68,PR,8784.85,Profissional,Parceiro,762,2023-12-14 06:08:29,False,,True
CLI01775,Cliente 1775,305.641.849-XX,67,PE,4585.59,Básico,App Store,802,2024-11-06 07:30:47,False,,True
CLI01776,Cliente 1776,467.908.701-XX,52,MG,6750.92,Profissional,Orgânico,593,2023-12-07 10:02:11,False,,True
CLI01777,Cliente 1777,001.365.103-XX,44,RS,7186.08,Premium,App Store,662,2023-05-06 19:48:52,False,,True
CLI01778,Cliente 1778,429.906.745-XX,37,RJ,16158.16,Profissional,Instagram,651,2023-08-18 14:52:32,False,,True
CLI01779,Cliente 1779,524.062.215-XX,43,SP,11383.8,Básico,Instagram,681,2024-03-09 21:32:42,False,,True
CLI01780,Cliente 1780,725.622.219-XX,56,MG,3618.77,Profissional,Orgânico,420,2024-04-19 19:07:09,False,,False
CLI01781,Cliente 1781,470.474.764-XX,31,SP,5485.13,Profissional,Indicação,549,2023-07-03 05:42:55,False,,True
CLI01782,Cliente 1782,939.652.138-XX,68,SC,5190.29,Básico,Instagram,300,2024-06-15 20:22:20,False,,True
CLI01783,Cliente 1783,245.531.290-XX,49,RJ,4427.17,Premium,Instagram,855,2023-01-05 17:50:09,False,,False
CLI01784,Cliente 1784,117.327.726-XX,43,SP,6161.84,Profissional,App Store,524,2023-07-13 12:14:51,True,2023-11-14 12:14:51,True
CLI01785,Cliente 1785,395.855.852-XX,59,RJ,2479.65,Básico,Orgânico,655,2024-02-21 09:06:03,False,,True
CLI01786,Cliente 1786,525.161.857-XX,37,MG,2136.29,Premium,Indicação,622,2024-06-03 07:29:02,False,,True
CLI01787,Cliente 1787,080.549.147-XX,46,RJ,7251.65,Profissional,Parceiro,694,2023-03-07 06:29:45,True,2023-09-25 06:29:45,True
CLI01788,Cliente 1788,535.247.841-XX,48,RJ,3305.64,Profissional,Indicação,588,2023-07-29 03:05:26,False,,True
CLI01789,Cliente 1789,497.344.930-XX,47,SP,3970.9,Básico,Google Ads,827,2024-10-17 15:14:51,True,2025-09-09 15:14:51,True
CLI01790,Cliente 1790,331.836.113-XX,50,SC,4792.81,Profissional,Parceiro,638,2024-01-15 07:08:17,False,,True
CLI01791,Cliente 1791,260.878.828-XX,51,RJ,7412.64,Premium,Orgânico,520,2024-05-15 10:48:15,False,,False
CLI01792,Cliente 1792,730.486.251-XX,29,RJ,6082.69,Profissional,App Store,432,2024-09-09 00:45:42,False,,True
CLI01793,Cliente 1793,653.537.801-XX,46,RJ,5180.36,Básico,Indicação,671,2023-04-05 22:28:44,False,,True
CLI01794,Cliente 1794,734.467.177-XX,24,SC,10232.45,Premium,Google Ads,842,2024-11-01 16:22:40,False,,True
CLI01795,Cliente 1795,914.336.299-XX,55,BA,4814.06,Profissional,Indicação,709,2023-05-07 06:48:33,False,,True
CLI01796,Cliente 1796,645.099.990-XX,42,CE,4176.2,Profissional,Parceiro,594,2024-11-21 05:48:03,False,,True
CLI01797,Cliente 1797,857.390.835-XX,21,MG,3429.66,Profissional,Google Ads,699,2023-03-29 02:55:01,False,,True
CLI01798,Cliente 1798,684.424.648-XX,23,GO,1988.49,Básico,Parceiro,569,2024-07-01 00:34:36,False,,True
CLI01799,Cliente 1799,979.572.857-XX,57,PR,8247.15,Básico,Parceiro,402,2023-08-20 02:33:45,False,,True
CLI01800,Cliente 1800,828.190.221-XX,54,BA,4486.2,Básico,App Store,706,2024-07-05 10:57:47,False,,True
CLI01801,Cliente 1801,912.488.397-XX,47,GO,2403.97,Básico,Instagram,883,2024-03-29 10:57:03,False,,True
CLI01802,Cliente 1802,984.451.436-XX,18,PE,4017.84,Básico,Orgânico,693,2023-12-25 22:34:49,False,,True
CLI01803,Cliente 1803,681.123.038-XX,28,PR,4015.35,Profissional,Parceiro,832,2024-11-09 17:43:09,False,,True
CLI01804,Cliente 1804,119.397.814-XX,45,RJ,3031.52,Básico,Orgânico,715,2024-08-07 02:01:32,False,,True
CLI01805,Cliente 1805,992.177.905-XX,54,RJ,6517.78,Básico,Indicação,886,2023-09-19 09:55:16,True,2023-10-30 09:55:16,True
CLI01806,Cliente 1806,933.515.880-XX,45,RJ,7073.34,Básico,Indicação,476,2024-03-11 04:15:52,False,,True
CLI01807,Cliente 1807,326.011.939-XX,65,RJ,10964.18,Básico,Indicação,403,2023-12-27 22:15:09,True,2024-07-07 22:15:09,False
CLI01808,Cliente 1808,974.255.136-XX,72,PR,23597.11,Básico,Orgânico,698,2023-07-13 02:36:31,False,,False
CLI01809,Cliente 1809,818.104.502-XX,62,PR,10611.32,Premium,Orgânico,659,2023-02-15 21:09:34,False,,True
CLI01810,Cliente 1810,158.736.627-XX,47,SP,3430.34,Profissional,Google Ads,737,2024-07-09 01:44:12,False,,False
CLI01811,Cliente 1811,969.335.390-XX,40,BA,8020.32,Profissional,Orgânico,522,2024-06-20 02:23:35,False,,True
CLI01812,Cliente 1812,615.473.156-XX,39,SP,3630.71,Premium,Instagram,665,2024-05-01 17:15:16,False,,True
CLI01813,Cliente 1813,255.116.436-XX,55,RJ,5328.12,Profissional,Indicação,563,2023-07-05 22:54:11,False,,True
CLI01814,Cliente 1814,837.727.028-XX,20,RJ,2869.81,Profissional,Instagram,300,2024-04-21 11:25:51,False,,True
CLI01815,Cliente 1815,053.428.164-XX,59,SP,1674.91,Profissional,Google Ads,714,2024-08-17 17:51:22,False,,True
CLI01816,Cliente 1816,101.975.358-XX,63,SP,4199.54,Básico,Orgânico,635,2024-09-26 13:59:16,False,,True
CLI01817,Cliente 1817,405.103.880-XX,37,PR,7179.77,Básico,Parceiro,612,2024-05-08 01:46:51,False,,True
CLI01818,Cliente 1818,763.628.144-XX,18,SP,14170.93,Profissional,Parceiro,985,2023-06-16 05:07:21,False,,True
CLI01819,Cliente 1819,939.530.969-XX,25,RS,8830.14,Básico,App Store,896,2023-12-19 01:53:38,False,,True
CLI01820,Cliente 1820,909.228.849-XX,49,SC,7021.38,Profissional,Instagram,539,2023-11-21 23:20:16,False,,True
CLI01821,Cliente 1821,513.587.271-XX,35,SP,13909.97,Premium,App Store,730,2024-08-17 09:29:40,False,,True
CLI01822,Cliente 1822,881.164.034-XX,30,PR,3394.58,Básico,App Store,488,2024-11-20 22:28:41,True,2025-07-25 22:28:41,True
CLI01823,Cliente 1823,187.387.758-XX,50,RS,2572.89,Básico,Orgânico,672,2024-04-03 18:28:10,False,,True
CLI01824,Cliente 1824,770.413.090-XX,31,RJ,2684.38,Básico,Instagram,693,2023-07-01 18:45:18,False,,True
CLI01825,Cliente 1825,602.826.254-XX,40,SP,8824.05,Básico,Instagram,712,2023-03-29 13:11:55,True,2024-03-19 13:11:55,True
CLI01826,Cliente 1826,319.057.720-XX,34,RJ,4641.51,Profissional,App Store,857,2023-01-31 16:41:30,True,2023-05-28 16:41:30,True
CLI01827,Cliente 1827,941.932.453-XX,22,PR,2751.1,Básico,Parceiro,768,2023-08-06 02:13:45,True,2024-05-15 02:13:45,True
CLI01828,Cliente 1828,941.224.870-XX,22,RJ,7501.94,Básico,App Store,691,2024-05-14 14:59:05,True,2025-02-15 14:59:05,True
CLI01829,Cliente 1829,649.632.251-XX,53,SC,3514.75,Premium,Instagram,612,2024-07-25 04:27:09,False,,True
CLI01830,Cliente 1830,240.432.611-XX,37,RS,4981.61,Básico,Parceiro,376,2024-10-15 23:40:49,False,,True
CLI01831,Cliente 1831,686.163.070-XX,21,SC,15062.67,Básico,Orgânico,841,2024-04-28 00:15:14,True,2024-10-31 00:15:14,True
CLI01832,Cliente 1832,202.009.536-XX,46,CE,5178.88,Básico,Google Ads,470,2023-11-07 04:32:27,False,,True
CLI01833,Cliente 1833,953.689.005-XX,64,PE,7171.01,Premium,Orgânico,657,2023-11-18 15:28:07,False,,True
CLI01834,Cliente 1834,732.590.073-XX,38,SP,5409.46,Profissional,Parceiro,503,2024-04-14 20:26:11,True,2024-07-02 20:26:11,True
CLI01835,Cliente 1835,072.211.386-XX,30,RJ,3600.54,Básico,App Store,721,2023-03-11 11:56:21,False,,True
CLI01836,Cliente 1836,167.221.045-XX,50,PR,1179.21,Básico,Google Ads,730,2024-07-31 07:04:47,False,,True
CLI01837,Cliente 1837,171.928.170-XX,67,PE,3585.6,Básico,Google Ads,747,2024-07-05 10:20:17,True,2025-02-28 10:20:17,True
CLI01838,Cliente 1838,234.422.521-XX,33,GO,4395.76,Básico,Instagram,720,2023-08-26 23:35:03,False,,True
CLI01839,Cliente 1839,394.120.944-XX,27,SP,13105.67,Básico,Indicação,769,2023-01-12 23:00:58,False,,True
CLI01840,Cliente 1840,269.032.655-XX,69,MG,3578.15,Básico,App Store,520,2023-12-13 11:29:21,False,,True
CLI01841,Cliente 1841,794.802.455-XX,48,RJ,4818.44,Básico,Instagram,587,2023-04-12 09:37:41,False,,True
CLI01842,Cliente 1842,211.915.891-XX,25,CE,7918.47,Básico,Google Ads,811,2023-09-30 10:33:28,False,,True
CLI01843,Cliente 1843,498.647.868-XX,52,RS,5085.0,Básico,Google Ads,435,2023-11-30 21:18:09,False,,True
CLI01844,Cliente 1844,008.844.740-XX,31,SC,5569.33,Profissional,Parceiro,593,2023-04-09 13:37:09,False,,True
CLI01845,Cliente 1845,819.190.749-XX,46,PR,4829.61,Profissional,App Store,621,2023-06-29 04:57:22,False,,True
CLI01846,Cliente 1846,006.983.692-XX,23,SC,2919.64,Básico,Google Ads,624,2023-04-12 11:06:37,False,,True
CLI01847,Cliente 1847,484.864.708-XX,38,PR,10934.9,Básico,Indicação,539,2024-09-02 01:20:48,False,,True
CLI01848,Cliente 1848,654.622.021-XX,54,SP,4590.17,Básico,Instagram,715,2023-06-23 23:41:22,False,,True
CLI01849,Cliente 1849,205.503.300-XX,65,SP,3963.8,Básico,Orgânico,503,2023-06-04 19:15:21,False,,False
CLI01850,Cliente 1850,467.391.900-XX,51,RS,2008.23,Profissional,Google Ads,614,2024-03-02 01:35:47,False,,True
CLI01851,Cliente 1851,114.160.091-XX,67,SP,4791.07,Básico,Orgânico,367,2024-03-20 01:57:19,False,,True
CLI01852,Cliente 1852,327.379.897-XX,65,SP,5044.66,Básico,Parceiro,756,2024-08-07 20:21:05,False,,True
CLI01853,Cliente 1853,854.818.674-XX,20,MG,9310.76,Básico,App Store,594,2024-04-24 20:10:40,False,,True
CLI01854,Cliente 1854,984.336.113-XX,21,SP,8384.64,Básico,Parceiro,776,2023-02-01 13:24:24,True,2024-01-02 13:24:24,True
CLI01855,Cliente 1855,151.985.458-XX,24,SP,6234.29,Premium,Indicação,670,2023-03-06 01:34:28,False,,True
CLI01856,Cliente 1856,034.015.353-XX,69,RJ,4270.73,Premium,Indicação,436,2024-03-21 07:39:59,False,,True
CLI01857,Cliente 1857,699.944.946-XX,19,RJ,8698.75,Profissional,Orgânico,446,2023-11-16 07:45:15,False,,True
CLI01858,Cliente 1858,824.028.182-XX,63,PE,2499.56,Básico,Parceiro,774,2023-04-26 03:57:00,True,2023-06-24 03:57:00,True
CLI01859,Cliente 1859,940.262.085-XX,32,SP,3923.56,Básico,Indicação,644,2024-05-21 21:41:10,False,,True
CLI01860,Cliente 1860,527.353.642-XX,49,SP,2319.01,Profissional,Instagram,653,2023-02-24 09:24:45,False,,True
CLI01861,Cliente 1861,004.129.182-XX,40,MG,3340.71,Profissional,App Store,541,2023-06-22 15:23:52,False,,True
CLI01862,Cliente 1862,612.559.046-XX,24,SP,25163.44,Básico,Google Ads,751,2023-09-15 21:13:07,False,,True
CLI01863,Cliente 1863,230.466.001-XX,21,GO,4501.22,Premium,Indicação,682,2023-01-25 15:03:50,False,,True
CLI01864,Cliente 1864,012.329.615-XX,51,SP,7533.95,Básico,Parceiro,533,2023-07-08 04:51:15,True,2023-09-20 04:51:15,True
CLI01865,Cliente 1865,850.766.534-XX,59,MG,9392.32,Profissional,Orgânico,810,2023-01-23 19:24:16,False,,True
CLI01866,Cliente 1866,422.763.460-XX,20,MG,1420.8,Básico,Parceiro,660,2024-07-17 10:32:59,False,,True
CLI01867,Cliente 1867,734.724.358-XX,39,RJ,5604.13,Básico,Google Ads,805,2023-03-10 10:32:15,True,2023-10-13 10:32:15,True
CLI01868,Cliente 1868,822.512.726-XX,49,RJ,3518.12,Básico,Instagram,611,2023-03-06 12:36:52,False,,True
CLI01869,Cliente 1869,665.622.419-XX,50,SC,12233.96,Básico,App Store,393,2023-01-03 22:42:47,False,,True
CLI01870,Cliente 1870,784.947.712-XX,44,MG,6923.1,Profissional,Parceiro,725,2024-11-17 12:36:28,False,,True
CLI01871,Cliente 1871,061.848.974-XX,31,RS,4928.45,Profissional,Orgânico,755,2024-05-11 09:54:36,False,,True
CLI01872,Cliente 1872,434.046.682-XX,33,SC,2464.12,Premium,Orgânico,649,2023-04-08 12:29:51,False,,True
CLI01873,Cliente 1873,649.525.492-XX,23,SP,4603.64,Premium,Parceiro,464,2023-04-28 03:24:43,False,,False
CLI01874,Cliente 1874,411.197.388-XX,60,PR,5530.85,Básico,App Store,571,2023-11-07 10:22:40,False,,True
CLI01875,Cliente 1875,634.359.488-XX,47,RJ,8924.99,Profissional,Orgânico,758,2023-04-24 23:39:01,False,,True
CLI01876,Cliente 1876,496.806.640-XX,22,RJ,17306.2,Básico,App Store,832,2024-07-16 08:37:48,False,,True
CLI01877,Cliente 1877,212.543.412-XX,70,SP,3688.74,Básico,Parceiro,755,2023-03-18 09:10:57,True,2023-05-09 09:10:57,True
CLI01878,Cliente 1878,049.860.372-XX,25,RS,9127.0,Profissional,Orgânico,480,2023-01-23 18:19:59,False,,True
CLI01879,Cliente 1879,600.320.319-XX,59,SC,2492.79,Básico,Google Ads,756,2024-07-20 23:49:41,False,,True
CLI01880,Cliente 1880,011.400.347-XX,55,RS,7003.78,Básico,App Store,673,2024-10-05 04:22:48,False,,True
CLI01881,Cliente 1881,719.786.016-XX,24,SP,12651.43,Básico,App Store,644,2023-07-06 23:00:28,False,,True
CLI01882,Cliente 1882,590.841.947-XX,66,SP,6806.54,Premium,Instagram,670,2023-05-01 20:22:19,False,,True
CLI01883,Cliente 1883,113.753.582-XX,41,PE,6948.74,Básico,Orgânico,502,2023-09-13 06:36:21,False,,True
CLI01884,Cliente 1884,887.807.279-XX,48,SP,10827.96,Profissional,Google Ads,638,2023-01-18 13:55:29,False,,True
